Estado,vacunados,descarga
Aguascalientes,1650383,10-Mar-2022 (09:57:46)
Baja California,3276777,10-Mar-2022 (09:57:46)
Baja California Sur,947698,10-Mar-2022 (09:57:46)
Campeche,1164995,10-Mar-2022 (09:57:46)
Chiapas,3771407,10-Mar-2022 (09:57:46)
Chihuahua,4527102,10-Mar-2022 (09:57:46)
Coahuila,3650430,10-Mar-2022 (09:57:46)
Colima,863882,10-Mar-2022 (09:57:46)
CDMX,13156558,10-Mar-2022 (09:57:46)
Durango,2036751,10-Mar-2022 (09:57:46)
Guerrero,2931834,10-Mar-2022 (09:57:46)
Hidalgo,3750376,10-Mar-2022 (09:57:46)
Jalisco,8493172,10-Mar-2022 (09:57:46)
Estado de México,22460360,10-Mar-2022 (09:57:46)
Michoacán,4557489,10-Mar-2022 (09:57:46)
Morelos,2251565,10-Mar-2022 (09:57:46)
Nayarit,1346349,10-Mar-2022 (09:57:46)
Nuevo León,7193423,10-Mar-2022 (09:57:46)
Oaxaca,3580404,10-Mar-2022 (09:57:46)
Puebla,7069302,10-Mar-2022 (09:57:46)
Querétaro,3108862,10-Mar-2022 (09:57:46)
Quintana Roo,2366344,10-Mar-2022 (09:57:46)
San Luis Potosí,3233287,10-Mar-2022 (09:57:46)
Sinaloa,3832082,10-Mar-2022 (09:57:46)
Sonora,3529952,10-Mar-2022 (09:57:46)
Tabasco,2966754,10-Mar-2022 (09:57:46)
Tamaulipas,4234931,10-Mar-2022 (09:57:46)
Tlaxcala,1637982,10-Mar-2022 (09:57:46)
Veracruz,7898309,10-Mar-2022 (09:57:46)
Yucatán,2917155,10-Mar-2022 (09:57:46)
Zacatecas,1806999,10-Mar-2022 (09:57:46)
Guanajuato,7062547,10-Mar-2022 (09:57:46)
